edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2020 Summer Olympics,61,QAT,Weightlifting,"Middle-Heavyweight, Men",19002056,Fares Ibrahim,135636,1,Gold,FALSE
1980 Summer Olympics,20,NGR,Weightlifting,"Featherweight, Men",29722,Sydney Ikebaku,56422,14,,FALSE
1980 Summer Olympics,20,NGR,Weightlifting,"Middleweight, Men",29741,Sampson Cosmas,56421,14,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Featherweight, Men",29816,Lawrence Iquaibom,56423,14,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Lightweight, Men",29825,Patrick Bassey,56420,9,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Middle-Heavyweight, Men",29852,Emmanuel Oshomah,56429,16,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Heavyweight I, Men",29861,Oliver Orok,56428,AC,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Super-Heavyweight, Men",29879,Batholomew Oluoma,56426,5,,FALSE
1984 Summer Olympics,21,NGR,Weightlifting,"Super-Heavyweight, Men",29879,Ironbar Bassey,56419,DNF,,FALSE
1988 Summer Olympics,22,NGR,Weightlifting,"Lightweight, Men",29915,Lawrence Iquaibom,56423,12,,FALSE
1988 Summer Olympics,22,NGR,Weightlifting,"Light-Heavyweight, Men",29933,Muyiwa Odusanya,56424,9,,FALSE
1988 Summer Olympics,22,NGR,Weightlifting,"Middle-Heavyweight, Men",29942,Olusola Awosina,56418,12,,FALSE
1988 Summer Olympics,22,NGR,Weightlifting,"Super-Heavyweight, Men",29969,Gilbert Ojadi Aduche,56417,DNF,,FALSE
1992 Summer Olympics,23,NGR,Weightlifting,"Super-Heavyweight, Men",30059,Gilbert Ojadi Aduche,56417,AC,,FALSE
1996 Summer Olympics,24,NGR,Weightlifting,"Lightweight, Men",30095,Mojisola Oluwa,56427,18,,FALSE
2000 Summer Olympics,25,NGR,Weightlifting,"Featherweight, Men",30169,Sunday Mathias,94973,15,,FALSE
2000 Summer Olympics,25,NGR,Weightlifting,"Featherweight, Women",30242,Franca Gbodo,94971,4,,FALSE
2000 Summer Olympics,25,NGR,Weightlifting,"Lightweight, Women",30251,Evelyn Ebhomien,94970,DNF,,FALSE
2000 Summer Olympics,25,NGR,Weightlifting,"Heavyweight, Women",30278,Ruth Ogbeifo,94974,2,Silver,FALSE
2000 Summer Olympics,25,NGR,Weightlifting,"Super-Heavyweight, Women",30287,Helen Idahosa,94972,5,,FALSE
2004 Summer Olympics,26,NGR,Weightlifting,"Flyweight, Women",30368,Blessed Udoh,103521,7,,FALSE
2004 Summer Olympics,26,NGR,Weightlifting,"Lightweight, Women",30386,Franca Gbodo,94971,10,,FALSE
2008 Summer Olympics,53,NGR,Weightlifting,"Middleweight, Men",263024,Felix Ekpo,116363,15,,FALSE
2008 Summer Olympics,53,NGR,Weightlifting,"Light-Heavyweight, Men",263033,Benedict Uloko,116385,10,,FALSE
2008 Summer Olympics,53,NGR,Weightlifting,"Super-Heavyweight, Women",263123,Maryam Usman,116298,3,Bronze,FALSE
2012 Summer Olympics,54,NGR,Weightlifting,"Middleweight, Men",331072,Felix Ekpo,116363,8,,FALSE
2012 Summer Olympics,54,NGR,Weightlifting,"Super-Heavyweight, Women",331108,Maryam Usman,116298,AC,,FALSE
2016 Summer Olympics,59,NGR,Weightlifting,"Super-Heavyweight, Women",354416,Maryam Usman,116298,9,,FALSE
1948 Summer Olympics,12,PAK,Weightlifting,"Middleweight, Men",28940,Muhammad Iqbal Butt,56455,22,,FALSE
1948 Summer Olympics,12,PAK,Weightlifting,"Heavyweight, Men",28968,Muhammad Naqi Butt,56456,15,,FALSE
1952 Summer Olympics,13,PAK,Weightlifting,"Middleweight, Men",29027,Muhammad Iqbal Butt,56455,17,,FALSE
1956 Summer Olympics,14,PAK,Weightlifting,"Bantamweight, Men",29087,Habib Rahman,56457,AC,,FALSE
1956 Summer Olympics,14,PAK,Weightlifting,"Featherweight, Men",29101,Muhammad Bashir,56461,18,,FALSE
1956 Summer Olympics,14,PAK,Weightlifting,"Light-Heavyweight, Men",29143,Muhammad Iqbal Butt,56455,10,,FALSE
1960 Summer Olympics,15,PAK,Weightlifting,"Bantamweight, Men",29186,Muhammad Azam,56459,AC,,FALSE
1960 Summer Olympics,15,PAK,Weightlifting,"Lightweight, Men",29214,Abdul Ghani Butt,56454,AC,,FALSE
1964 Summer Olympics,16,PAK,Weightlifting,"Bantamweight, Men",29285,Muhammad Azam,56459,20,,FALSE
1972 Summer Olympics,18,PAK,Weightlifting,"Middleweight, Men",29545,Malik Arshad,56458,19,,FALSE
1976 Summer Olympics,19,PAK,Weightlifting,"Bantamweight, Men",29628,Muhammad Manzoor,56462,11,,FALSE
1976 Summer Olympics,19,PAK,Weightlifting,"Middleweight, Men",29656,Malik Arshad,56458,15,,FALSE
2020 Summer Olympics,61,PAK,Weightlifting,"Lightweight, Men",19002029,Talha Talib,145847,5,,FALSE
1996 Summer Olympics,24,MDA,Weightlifting,"Featherweight, Men",30086,Vladimir Popov,56347,17,,FALSE
1996 Summer Olympics,24,MDA,Weightlifting,"Lightweight, Men",30095,Serghei Cretu,56346,16,,FALSE
1996 Summer Olympics,24,MDA,Weightlifting,"Middleweight, Men",30104,Vladimir Birsa,56345,13,,FALSE
1996 Summer Olympics,24,MDA,Weightlifting,"Light-Heavyweight, Men",30113,Vadim Vacarciuc,56348,5,,FALSE
1996 Summer Olympics,24,MDA,Weightlifting,"Heavyweight I, Men",30132,Mihai Vihodet,56349,17,,FALSE
2000 Summer Olympics,25,MDA,Weightlifting,"Featherweight, Men",30169,Vladimir Popov,56347,7,,FALSE
2000 Summer Olympics,25,MDA,Weightlifting,"Middle-Heavyweight, Men",30206,Vadim Vacarciuc,56348,5,,FALSE
2000 Summer Olympics,25,MDA,Weightlifting,"Heavyweight, Men",30215,Alexandru Bratan,94965,6,,FALSE
2004 Summer Olympics,26,MDA,Weightlifting,"Middle-Heavyweight, Men",30341,Eugen Bratan,104656,10,,FALSE
2004 Summer Olympics,26,MDA,Weightlifting,"Middle-Heavyweight, Men",30341,Vadim Vacarciuc,56348,DNF,,FALSE
2004 Summer Olympics,26,MDA,Weightlifting,"Heavyweight, Men",30350,Alexandru Bratan,94965,4,,FALSE
2008 Summer Olympics,53,MDA,Weightlifting,"Bantamweight, Men",262997,Igor Grabucea,116312,15,,FALSE
2008 Summer Olympics,53,MDA,Weightlifting,"Lightweight, Men",263015,Alexandru Dudoglo,116334,DQ,,FALSE
2008 Summer Olympics,53,MDA,Weightlifting,"Middleweight, Men",263024,Andrei Guțu,116368,20,,FALSE
2008 Summer Olympics,53,MDA,Weightlifting,"Middle-Heavyweight, Men",263042,Vadim Vacarciuc,56348,9,,FALSE
2008 Summer Olympics,53,MDA,Weightlifting,"Middle-Heavyweight, Men",263042,Eugen Bratan,104656,10,,FALSE
2012 Summer Olympics,54,MDA,Weightlifting,"Middle-Heavyweight, Men",331099,Anatolii Cîrîcu,123454,DQ,,FALSE
2012 Summer Olympics,54,MDA,Weightlifting,"Featherweight, Women",331009,Cristina Iovu,123450,DQ,,FALSE
2016 Summer Olympics,59,MDA,Weightlifting,"Lightweight, Men",354308,Serghei Cechir,135104,6,,FALSE
2016 Summer Olympics,59,MDA,Weightlifting,"Middleweight, Men",354317,Alexandru Șpac,135103,4,,FALSE
2016 Summer Olympics,59,MDA,Weightlifting,"Heavyweight, Women",354407,Natalia Prișcepa,136615,12,,FALSE
2020 Summer Olympics,61,MDA,Weightlifting,"Middleweight, Men",19002038,Marin Robu,1700439,8,,FALSE
2020 Summer Olympics,61,MDA,Weightlifting,"Heavyweight, Women",19002128,Elena Cîlcic,145214,8,,FALSE
1948 Summer Olympics,12,PER,Weightlifting,"Lightweight, Men",28926,Gonzalo Alvarado,56475,16,,FALSE
1948 Summer Olympics,12,PER,Weightlifting,"Light-Heavyweight, Men",28954,Alex Bisiak,56476,15,,FALSE
1948 Summer Olympics,12,PER,Weightlifting,"Heavyweight, Men",28968,Carlos Domínguez,56477,10,,FALSE
1968 Summer Olympics,17,PER,Weightlifting,"Middle-Heavyweight, Men",29457,Efraín Gusquiza,56478,15,,FALSE
1984 Summer Olympics,21,PER,Weightlifting,"Light-Heavyweight, Men",29843,Juan Rejas,56481,14,,FALSE
1984 Summer Olympics,21,PER,Weightlifting,"Middle-Heavyweight, Men",29852,Jaime Molina,56480,21,,FALSE
1988 Summer Olympics,22,PER,Weightlifting,"Super-Heavyweight, Men",29969,Rolando Marchinares,56479,15,,FALSE
1992 Summer Olympics,23,PER,Weightlifting,"Super-Heavyweight, Men",30059,Rolando Marchinares,56479,17,,FALSE
2004 Summer Olympics,26,PER,Weightlifting,"Super-Heavyweight, Women",30422,Manuela Rejas,104602,10,,FALSE
2008 Summer Olympics,53,PER,Weightlifting,"Super-Heavyweight, Women",263123,Cristina Cornejo,116301,8,,FALSE
2012 Summer Olympics,54,PER,Weightlifting,"Middleweight, Women",331045,Silvana Saldarriaga,123494,7,,FALSE
2016 Summer Olympics,59,PER,Weightlifting,"Heavyweight, Men",354344,Hernán Viera,135443,13,,FALSE
2016 Summer Olympics,59,PER,Weightlifting,"Featherweight, Women",354371,Fiorella Cueva,131351,11,,FALSE
2020 Summer Olympics,61,PER,Weightlifting,"Featherweight, Men",19002020,Marcos Antonio Rojas,145874,12,,FALSE
1948 Summer Olympics,12,PHI,Weightlifting,"Featherweight, Men",28912,Rodrigo del Rosario,56487,5,,FALSE
1952 Summer Olympics,13,PHI,Weightlifting,"Bantamweight, Men",28984,Pedro Landero,56489,6,,FALSE
1952 Summer Olympics,13,PHI,Weightlifting,"Featherweight, Men",28998,Rodrigo del Rosario,56487,4,,FALSE
1956 Summer Olympics,14,PHI,Weightlifting,"Bantamweight, Men",29087,Pedro Landero,56489,DNF,,FALSE
1956 Summer Olympics,14,PHI,Weightlifting,"Featherweight, Men",29101,Rodrigo del Rosario,56487,AC,,FALSE
1960 Summer Olympics,15,PHI,Weightlifting,"Bantamweight, Men",29186,Alberto Canlas,56483,AC,,FALSE
1960 Summer Olympics,15,PHI,Weightlifting,"Featherweight, Men",29200,Alberto Nogar,56490,8,,FALSE
1964 Summer Olympics,16,PHI,Weightlifting,"Light-Heavyweight, Men",29341,Artemio Rocamora,56492,19,,FALSE
1968 Summer Olympics,17,PHI,Weightlifting,"Bantamweight, Men",29384,Salvador del Rosario,56488,DNF,,FALSE
1968 Summer Olympics,17,PHI,Weightlifting,"Bantamweight, Men",29384,Arturo Dandan,56485,DNF,,FALSE
1968 Summer Olympics,17,PHI,Weightlifting,"Featherweight, Men",29398,Noe Rinonos,56491,15,,FALSE
1972 Summer Olympics,18,PHI,Weightlifting,"Flyweight, Men",29487,Nigel Trance,56494,14,,FALSE
1972 Summer Olympics,18,PHI,Weightlifting,"Flyweight, Men",29487,Salvador del Rosario,56488,AC,,FALSE
1972 Summer Olympics,18,PHI,Weightlifting,"Bantamweight, Men",29502,Arturo del Rosario,56486,18,,FALSE
1976 Summer Olympics,19,PHI,Weightlifting,"Flyweight, Men",29617,Salvador del Rosario,56488,9,,FALSE
1976 Summer Olympics,19,PHI,Weightlifting,"Bantamweight, Men",29628,Arturo del Rosario,56486,13,,FALSE
1988 Summer Olympics,22,PHI,Weightlifting,"Flyweight, Men",29888,Gregorio Colonia,56484,20,,FALSE
1988 Summer Olympics,22,PHI,Weightlifting,"Bantamweight, Men",29897,Samuel Alegada,56482,13,,FALSE
1988 Summer Olympics,22,PHI,Weightlifting,"Middle-Heavyweight, Men",29942,Ramón Solis,56493,17,,FALSE
2008 Summer Olympics,53,PHI,Weightlifting,"Lightweight, Women",263087,Hidilyn Diaz,116263,10,,FALSE
2012 Summer Olympics,54,PHI,Weightlifting,"Lightweight, Women",331027,Hidilyn Diaz,116263,DNF,,FALSE
2016 Summer Olympics,59,PHI,Weightlifting,"Bantamweight, Men",354290,Nestor Colonia,135448,DNF,,FALSE
2016 Summer Olympics,59,PHI,Weightlifting,"Featherweight, Women",354371,Hidilyn Diaz,116263,2,Silver,FALSE
2020 Summer Olympics,61,PHI,Weightlifting,"Featherweight, Women",19002092,Hidilyn Diaz,116263,1,Gold,FALSE
2020 Summer Olympics,61,PHI,Weightlifting,"Middleweight, Women",19002110,Elreen Ando,145883,7,,FALSE
2020 Summer Olympics,61,ROC,Weightlifting,"Heavyweight, Men",19002065,Timur Naniyev,146288,4,,FALSE
2020 Summer Olympics,61,ROC,Weightlifting,"Flyweight, Women",19002083,Kristina Sobol,146205,DNF,,FALSE
1984 Summer Olympics,21,SAM,Weightlifting,"Middle-Heavyweight, Men",29852,Emila Huch,56641,22,,FALSE
1984 Summer Olympics,21,SAM,Weightlifting,"Heavyweight I, Men",29861,Sione Sialaoa,56643,11,,FALSE
1988 Summer Olympics,22,SAM,Weightlifting,"Lightweight, Men",29915,Taveuni Ofisa,56642,18,,FALSE
1992 Summer Olympics,23,SAM,Weightlifting,"Featherweight, Men",29996,Marcus Stephen,56644,9,,FALSE
1992 Summer Olympics,23,SAM,Weightlifting,"Heavyweight I, Men",30041,Jeremiah Wallwork,56645,20,,FALSE
1996 Summer Olympics,24,SAM,Weightlifting,"Middleweight, Men",30104,Ofisa Ofisa,94768,18,,FALSE
2000 Summer Olympics,25,SAM,Weightlifting,"Light-Heavyweight, Men",30197,Ofisa Ofisa,94768,18,,FALSE
2004 Summer Olympics,26,SAM,Weightlifting,"Middleweight, Men",30323,Uati Maposua,104576,20,,FALSE
2008 Summer Olympics,53,SAM,Weightlifting,"Super-Heavyweight, Women",263123,Ele Opeloge,116297,2,Silver,FALSE
2012 Summer Olympics,54,SAM,Weightlifting,"Middleweight, Men",331072,Toafitu Perive,125073,11,,FALSE
2012 Summer Olympics,54,SAM,Weightlifting,"Super-Heavyweight, Women",331108,Ele Opeloge,116297,5,,FALSE
2016 Summer Olympics,59,SAM,Weightlifting,"Featherweight, Men",354299,Vaipava Ioane,135839,8,,FALSE
2016 Summer Olympics,59,SAM,Weightlifting,"Heavyweight, Women",354407,Mary Opeloge,131648,11,,FALSE
1952 Summer Olympics,13,PUR,Weightlifting,"Bantamweight, Men",28984,Nicolás Vivas,56591,15,,FALSE
1952 Summer Olympics,13,PUR,Weightlifting,"Lightweight, Men",29012,Antonio Hoffmann,56582,16,,FALSE
1952 Summer Olympics,13,PUR,Weightlifting,"Middle-Heavyweight, Men",29057,Jorge Soto,56589,12,,FALSE
1960 Summer Olympics,15,PUR,Weightlifting,"Bantamweight, Men",29186,Fernando Báez,56575,15,,FALSE
1960 Summer Olympics,15,PUR,Weightlifting,"Light-Heavyweight, Men",29242,Fernando Torres,56590,11,,FALSE
1964 Summer Olympics,16,PUR,Weightlifting,"Bantamweight, Men",29285,Fernando Báez,56575,13,,FALSE
1964 Summer Olympics,16,PUR,Weightlifting,"Featherweight, Men",29299,Pedro Serrano,56588,12,,FALSE
1964 Summer Olympics,16,PUR,Weightlifting,"Middleweight, Men",29327,Víctor Ángel Pagán,56585,9,,FALSE
1964 Summer Olympics,16,PUR,Weightlifting,"Middle-Heavyweight, Men",29355,Fernando Torres,56590,15,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Bantamweight, Men",29384,Fernando Báez,56575,6,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Featherweight, Men",29398,Enrique Hernández,56581,13,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Featherweight, Men",29398,Pedro Serrano,56588,17,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Light-Heavyweight, Men",29442,Víctor Ángel Pagán,56585,9,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Light-Heavyweight, Men",29442,José Manuel Figueroa,56578,20,,FALSE
1968 Summer Olympics,17,PUR,Weightlifting,"Middle-Heavyweight, Men",29457,Fernando Torres,56590,22,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Bantamweight, Men",29502,Fernando Báez,56575,13,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Featherweight, Men",29517,Julio Martínez,56584,11,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Middleweight, Men",29545,Alfonso Rodríguez,56586,DNF,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Light-Heavyweight, Men",29560,Víctor Ángel Pagán,56585,DNF,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Middle-Heavyweight, Men",29575,César Gaudín,56580,18,,FALSE
1972 Summer Olympics,18,PUR,Weightlifting,"Heavyweight, Men",29589,Pablo Juan Campos,56576,20,,FALSE
1976 Summer Olympics,19,PUR,Weightlifting,"Flyweight, Men",29617,Porfirio de León,56577,15,,FALSE
1976 Summer Olympics,19,PUR,Weightlifting,"Lightweight, Men",29647,Julio Martínez,56584,16,,FALSE
1984 Summer Olympics,21,PUR,Weightlifting,"Middleweight, Men",29834,William Letriz,56583,17,,FALSE
1988 Summer Olympics,22,PUR,Weightlifting,"Featherweight, Men",29906,Ángel Arroyo,56574,10,,FALSE
1988 Summer Olympics,22,PUR,Weightlifting,"Light-Heavyweight, Men",29933,William Letriz,56583,13,,FALSE
1992 Summer Olympics,23,PUR,Weightlifting,"Light-Heavyweight, Men",30023,Arnold Franqui,56579,AC,,FALSE
1996 Summer Olympics,24,PUR,Weightlifting,"Bantamweight, Men",30077,César Rodríguez,56587,13,,FALSE
2000 Summer Olympics,25,PUR,Weightlifting,"Middleweight, Men",30188,Carlos Saurí,94753,15,,FALSE
2000 Summer Olympics,25,PUR,Weightlifting,"Light-Heavyweight, Women",30269,Ruth Rivera,94752,13,,FALSE
2008 Summer Olympics,53,PUR,Weightlifting,"Lightweight, Women",263087,Geralee Vega,116261,8,,FALSE
2012 Summer Olympics,54,PUR,Weightlifting,"Flyweight, Women",331000,Lely Burgos,124753,11,,FALSE
2016 Summer Olympics,59,PUR,Weightlifting,"Featherweight, Women",354371,Lely Burgos,124753,9,,FALSE
1948 Summer Olympics,12,CAN,Weightlifting,"Bantamweight, Men",28898,Rosaire Smith,55360,7,,FALSE
1948 Summer Olympics,12,CAN,Weightlifting,"Lightweight, Men",28926,John Stuart,55362,5,,FALSE
1948 Summer Olympics,12,CAN,Weightlifting,"Middleweight, Men",28940,Gerry Gratton,55346,5,,FALSE
1948 Summer Olympics,12,CAN,Weightlifting,"Middleweight, Men",28940,Joe Sklar,55359,10,,FALSE
1948 Summer Olympics,12,CAN,Weightlifting,"Light-Heavyweight, Men",28954,Jack Varaleau,55366,6,,FALSE
1952 Summer Olympics,13,CAN,Weightlifting,"Bantamweight, Men",28984,Rosaire Smith,55360,9,,FALSE
1952 Summer Olympics,13,CAN,Weightlifting,"Featherweight, Men",28998,Jules Sylvain,55364,10,,FALSE
1952 Summer Olympics,13,CAN,Weightlifting,"Middleweight, Men",29027,Gerry Gratton,55346,2,Silver,FALSE
1952 Summer Olympics,13,CAN,Weightlifting,"Light-Heavyweight, Men",29043,Jack Varaleau,55366,AC,,FALSE
1952 Summer Olympics,13,CAN,Weightlifting,"Heavyweight, Men",29073,Dave Baillie,55336,5,,FALSE
1956 Summer Olympics,14,CAN,Weightlifting,"Featherweight, Men",29101,Jules Sylvain,55364,9,,FALSE
1956 Summer Olympics,14,CAN,Weightlifting,"Middleweight, Men",29129,Adrien Gilbert,55345,8,,FALSE
1956 Summer Olympics,14,CAN,Weightlifting,"Heavyweight, Men",29172,Dave Baillie,55336,6,,FALSE
1960 Summer Olympics,15,CAN,Weightlifting,"Light-Heavyweight, Men",29242,Mike Lipari,55350,14,,FALSE
1960 Summer Olympics,15,CAN,Weightlifting,"Heavyweight, Men",29270,Dave Baillie,55336,6,,FALSE
1960 Summer Olympics,15,CAN,Weightlifting,"Heavyweight, Men",29270,Bill Shwaluk,55363,14,,FALSE
1964 Summer Olympics,16,CAN,Weightlifting,"Featherweight, Men",29299,Allen Salter,55357,18,,FALSE
1964 Summer Olympics,16,CAN,Weightlifting,"Middleweight, Men",29327,Pierre St. Jean,55356,13,,FALSE
1964 Summer Olympics,16,CAN,Weightlifting,"Middle-Heavyweight, Men",29355,John Lewis,55349,9,,FALSE
1968 Summer Olympics,17,CAN,Weightlifting,"Bantamweight, Men",29384,Chun Hon Chan,55339,11,,FALSE
1968 Summer Olympics,17,CAN,Weightlifting,"Light-Heavyweight, Men",29442,Pierre St. Jean,55356,10,,FALSE
1968 Summer Olympics,17,CAN,Weightlifting,"Light-Heavyweight, Men",29442,Aldo Roy,55354,15,,FALSE
1968 Summer Olympics,17,CAN,Weightlifting,"Middle-Heavyweight, Men",29457,Paul Bjarnason,55337,21,,FALSE
1972 Summer Olympics,18,CAN,Weightlifting,"Flyweight, Men",29487,Chun Hon Chan,55339,13,,FALSE
1972 Summer Olympics,18,CAN,Weightlifting,"Middleweight, Men",29545,Keith Adams,55335,AC,,FALSE
1972 Summer Olympics,18,CAN,Weightlifting,"Middle-Heavyweight, Men",29575,Wayne Wilson,55367,17,,FALSE
1972 Summer Olympics,18,CAN,Weightlifting,"Heavyweight, Men",29589,Price Morris,55352,22,,FALSE
1976 Summer Olympics,19,CAN,Weightlifting,"Bantamweight, Men",29628,Yves Carignan,55338,DNF,,FALSE
1976 Summer Olympics,19,CAN,Weightlifting,"Light-Heavyweight, Men",29665,Pierre St. Jean,55356,DNF,,FALSE
1976 Summer Olympics,19,CAN,Weightlifting,"Heavyweight, Men",29684,Russ Prior,55353,9,,FALSE
1976 Summer Olympics,19,CAN,Weightlifting,"Heavyweight, Men",29684,Bob Santavy,55358,16,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Lightweight, Men",29825,Claude Dallaire,55341,DNF,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Middleweight, Men",29834,Jacques Demers,55343,2,Silver,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Middleweight, Men",29834,Michel Pietracupa,55351,9,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Light-Heavyweight, Men",29843,Yvan Darsigny,55342,7,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Middle-Heavyweight, Men",29852,Denis Garon,55344,12,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Heavyweight I, Men",29861,Kevin Roy,55355,4,,FALSE
1984 Summer Olympics,21,CAN,Weightlifting,"Heavyweight II, Men",29870,Albert Squires,55361,5,,FALSE
1988 Summer Olympics,22,CAN,Weightlifting,"Lightweight, Men",29915,Langis Côté,55340,10,,FALSE
1988 Summer Olympics,22,CAN,Weightlifting,"Middle-Heavyweight, Men",29942,Guy Greavette,55347,10,,FALSE
1988 Summer Olympics,22,CAN,Weightlifting,"Heavyweight I, Men",29951,Denis Garon,55344,6,,FALSE
1992 Summer Olympics,23,CAN,Weightlifting,"Middle-Heavyweight, Men",30032,Yvan Darsigny,55342,14,,FALSE
1992 Summer Olympics,23,CAN,Weightlifting,"Heavyweight I, Men",30041,Denis Garon,55344,11,,FALSE
1996 Summer Olympics,24,CAN,Weightlifting,"Featherweight, Men",30086,Jean Lavertue,55348,28,,FALSE
1996 Summer Olympics,24,CAN,Weightlifting,"Light-Heavyweight, Men",30113,Serge Tremblay,55365,13,,FALSE
2000 Summer Olympics,25,CAN,Weightlifting,"Lightweight, Men",30178,Sébastien Groulx,94698,15,,FALSE
2000 Summer Olympics,25,CAN,Weightlifting,"Lightweight, Women",30251,Maryse Turcotte,94699,4,,FALSE
2004 Summer Olympics,26,CAN,Weightlifting,"Heavyweight, Men",30350,Akos Sandor,104641,NVL,,FALSE
2004 Summer Olympics,26,CAN,Weightlifting,"Lightweight, Women",30386,Maryse Turcotte,94699,11,,FALSE
2008 Summer Olympics,53,CAN,Weightlifting,"Featherweight, Men",263006,Jasvir Singh,116323,12,,FALSE
2008 Summer Olympics,53,CAN,Weightlifting,"Lightweight, Men",263015,Francis Luna-Grenier,116341,15,,FALSE
2008 Summer Olympics,53,CAN,Weightlifting,"Flyweight, Women",263069,Marilou Dozios-Prévost,111876,8,,FALSE
2008 Summer Olympics,53,CAN,Weightlifting,"Middleweight, Women",263096,Christine Girard,116267,3,Bronze,FALSE
2008 Summer Olympics,53,CAN,Weightlifting,"Heavyweight, Women",263114,Jeane Lassen,116291,5,,FALSE
2012 Summer Olympics,54,CAN,Weightlifting,"Lightweight, Women",331027,Annie Moniqui,122811,14,,FALSE
2012 Summer Olympics,54,CAN,Weightlifting,"Middleweight, Women",331045,Christine Girard,116267,1,Gold,FALSE
2012 Summer Olympics,54,CAN,Weightlifting,"Light-Heavyweight, Women",331063,Marie-Ève Beauchemin-Nadeau,122810,5,,FALSE
2016 Summer Olympics,59,CAN,Weightlifting,"Light-Heavyweight, Men",354326,Pascal Plamondon,133101,12,,FALSE
2016 Summer Olympics,59,CAN,Weightlifting,"Light-Heavyweight, Women",354398,Marie-Ève Beauchemin-Nadeau,122810,9,,FALSE
2020 Summer Olympics,61,CAN,Weightlifting,"Middle-Heavyweight, Men",19002056,Boady Santavy,141569,4,,FALSE
2020 Summer Olympics,61,CAN,Weightlifting,"Featherweight, Women",19002092,Rachel Leblanc-Bazinet,141481,12,,FALSE
2020 Summer Olympics,61,CAN,Weightlifting,"Lightweight, Women",19002101,Tali Darsigny,141482,9,,FALSE
2020 Summer Olympics,61,CAN,Weightlifting,"Middleweight, Women",19002110,Maude Charron,141480,1,Gold,FALSE
2020 Summer Olympics,61,CAN,Weightlifting,"Light-Heavyweight, Women",19002119,Kristel Ngarlem,141479,8,,FALSE
1948 Summer Olympics,12,MEX,Weightlifting,"Bantamweight, Men",28898,Marcelio Salas,56361,19,,FALSE
1948 Summer Olympics,12,MEX,Weightlifting,"Lightweight, Men",28926,Hugo Banda,56352,21,,FALSE
1948 Summer Olympics,12,MEX,Weightlifting,"Middleweight, Men",28940,Armando Rueda,56359,17,,FALSE
1952 Summer Olympics,13,MEX,Weightlifting,"Middleweight, Men",29027,David Pimentel,56357,AC,,FALSE
1952 Summer Olympics,13,MEX,Weightlifting,"Light-Heavyweight, Men",29043,Armando Rueda,56359,12,,FALSE
1956 Summer Olympics,14,MEX,Weightlifting,"Lightweight, Men",29115,Guillermo Balboa,56351,17,,FALSE
1960 Summer Olympics,15,MEX,Weightlifting,"Featherweight, Men",29200,Mauro Alanís,56350,15,,FALSE
1964 Summer Olympics,16,MEX,Weightlifting,"Featherweight, Men",29299,Mauro Alanís,56350,17,,FALSE
1968 Summer Olympics,17,MEX,Weightlifting,"Featherweight, Men",29398,Manuel Mateos,56355,8,,FALSE
1968 Summer Olympics,17,MEX,Weightlifting,"Featherweight, Men",29398,Miguel Ángel Medina,56356,DNF,,FALSE
1968 Summer Olympics,17,MEX,Weightlifting,"Lightweight, Men",29413,Mauro Alanís,56350,15,,FALSE
1972 Summer Olympics,18,MEX,Weightlifting,"Bantamweight, Men",29502,Miguel Ángel Medina,56356,14,,FALSE
1972 Summer Olympics,18,MEX,Weightlifting,"Bantamweight, Men",29502,Jesús Conde,56353,DNF,,FALSE
1976 Summer Olympics,19,MEX,Weightlifting,"Featherweight, Men",29637,Andrés Santoyo,56362,9,,FALSE
1980 Summer Olympics,20,MEX,Weightlifting,"Lightweight, Men",29731,Andrés Santoyo,56362,19,,FALSE
1980 Summer Olympics,20,MEX,Weightlifting,"Middleweight, Men",29741,Rogelio Weatherbee,56358,9,,FALSE
1980 Summer Olympics,20,MEX,Weightlifting,"Middle-Heavyweight, Men",29760,Víctor Ruiz,56360,12,,FALSE
1984 Summer Olympics,21,MEX,Weightlifting,"Middle-Heavyweight, Men",29852,José Garcés,56354,8,,FALSE
2000 Summer Olympics,25,MEX,Weightlifting,"Lightweight, Women",30251,Soraya Jiménez,94966,1,Gold,FALSE
